Usuario,Comentarios
flores_amarillas,26
Cuenta64,25
malafar,25
End_Live1640,25
ronconcoca,25
nabets3,24
HansWolken,24
Lihnista,24
Wise-Medicine-2191,24
ElSydBarrett,24
thealterlion,24
MatvsGal17,23
Renard__Noir,22
PanFrito,22
ElFlaco2,22
Contertulio,22
javier_aeoa,21
XJpablo,21
Miguelonchox,21
JoshuaHipnos,20
ph1406,20
notquiteteemo,20
RNGesus_cultist,19
Tierrrez,19
Last-Post6677,19
NeverOriginal123,19
sfl_,19
Gatosoo,19
Nairiy,19
Azzaeta,18
yaiay,18
Encrypted-Doggo,18
Ruganko,18
HolyMollywacamole,17
RandyCoxburn,17
60nz,17
that_lonely_bi,17
thelilpin,17
comadre_lola,17
Ktion,17
soelita,17
Luck_Is_My_Talent,17
gidive,16
PeriRana,16
Patoqta,16
allhailpalta,16
comoaprender,16
Soulless911,16
Otaninn,15
GinTonicWithCucumber,15
Javonetor,15
serastronomical,15
AddictiveADHD,15
LagartoJuansho,15
StrangeSemiticLatin2,15
pudu127,15
lizardman1996,15
Random_182f2565,15
DiegoIRR,14
_donnadie_,14
Cl_z0mb1e,14
agitazione,14
shakaritahermandad,14
pierdesporfumar,14
GeorgieBoyAdvance,14
andyvc97,14
PaltaDoctor,14
StandNenUser,14
ElmerFigueroa,14
Mrquest_10293847,14
cookie_addicted,14
ruberon,14
fuchow,13
quenchy-cactus-juice,13
aprenderanadar,12
RaulFigueroa_bot,12
Replicant_Nexus8,12
Shalashqska,12
ghostman20,11
Tarbolinx,11
kumo_tea,11
kontemplador,11
leaf-house,11
Iwannastoprn,11
andresmlna,11
Txstage,11
Kapo_de_Kiwiiii,11
vdaiep,11
symras,11
leamd,11
DramatiCCc13,11
darthdeckard,11
ToastedPablito,11
ProximoPresidente,11
Ambiguedades,11
PhD_Katja,10
sebaniko93,10
amada_x_los_dioses,10
jipjapjup,10
DontKnowHowToEnglish,10
nevados_de_chillan,10
murloc_reporonga,10
0x00cl,10
Sopapiglobo_ng,10
Kleint_Aristotelicus,10
chanchoextremo,9
sebakjal,9
mr_homerone,9
kaybedumbaf,9
pecerre,9
Andi_Jones,9
TremendoAfro,9
naxomaster,9
Lain_u,9
ElSobe,9
fukami-rose,9
canthinkone,9
Beginning-Cress8992,9
Opazo-cl,8
ChiporrinATR,8
slaucsap,8
hazweio,8
AutonomieSV,8
SkyFoo,8
Maur0,8
julian_flores,8
Mr-Black_,8
nabetsEz,8
lowestElo,8
emp_sisterfister,8
masfruta,8
verycrafty,8
skancerous,8
SeptemFan,8
javier23,8
Spirited_Profile8571,8
iKloxx,8
SnooCauliflowers7746,8
feilite,8
WebitoCrudoo,7
userN191892,7
Vrenks,7
sedapemu,7
Kaminoan,7
davishox,7
Queraltoyo,7
TheSeaSiren,7
InfinityRoundCycle,7
888ecoP,7
Saturnine67,7
paposky,7
ctccl,7
Manomana-cl,7
tatemblando,7
LittlePhillyOne,7
ElBlauiElGroc,7
HirumaBSK,7
Permanent__Waves,6
Cottorums,6
TMCamilo,6
Your321,6
Tecnocazuela,6
beswervie,6
rompementes,6
random1-8,6
deficient_opsec,6
Nemesis2299,6
Charlotte_Vincent,6
WhoKnowsWhatMatters,6
Sirenitururu,6
copitamenstrual,6
juanuchoo,6
3v1lrob07,6
porfiacontilde,6
Conjo_,6
cafe_filtrado,6
limonadaviajera,6
koshalluyo,6
allkingsaredead,6
aecioghost,6
Kukamongo,6
Carlangas3,6
kingdraven,6
PabloSegoviaB,6
SholOne,6
freckledbody,6
Raingaze,6
ElMage21,6
Vichox,6
ClotpolesAndWarlocks,6
nadaparacomer,6
OuyiiDEXX,6
tresclow,6
bopboph,5
Gonpachiro-,5
riczan,5
SonKaiser,5
ivan_xd,5
kaleidoscopic--mind,5
agnostic_ent,5
Joze525,5
mayocaserarica,5
truth_sentinell,5
Gabo2oo,5
nentrist,5
iloveseries_,5
rhapsowacho,5
Svaatu,5
camilincamilero,5
ConsciousPain9,5
Sevaaas1,5
aldospf,5
CVAsba,5
motesinhuesillo,5
Wallmapuball,5
ImaRipeavocado,5
Long_Stress_8018,4
Quetetris,4
QuietPhilosophy8013,4
Maitasun,4
Perrosmica,4
Neither-Raise,4
paxonsiwi,4
falaheejack,4
charlybadulaque,4
verlorengeist,4
KIrbyKarby,4
Edgefish,4
Mr_Ganger,4
drlcmaster,4
sg_pimienta,4
Tuna_Melt_Sandwich,4
Bumbazo,4
1125101141815010995,4
matuu_,4
nut_your_butt,4
Zero_to_the_left,4
Alonsuro,4
Locoql,4
MB_CC_Manx,4
Contecho,4
GrowDragMat,4
Daph___,4
AmputatorBot,4
CreazySapete,4
Franreyesalcain,4
Xaerin,4
J1618,4
rotritron-,4
Agestidiros,4
unhappyasdguy,4
helicoidea,4
marraquetaconpebre,4
Sancolun,4
Dry_Holiday561,3
_Delain_,3
Wokiwoki5,3
RisingSunsetParadox,3
yesoh1,3
Mitad_Mapache,3
Acrobatic-Artist9730,3
kooparefugee,3
midioca,3
oakjf,3
CrisArmy,3
hayunamoscaenmipieza,3
LoncoGomez,3
gusta_cl,3
mr_snk,3
FrugeleDealer,3
ReverseCaptioningBot,3
Khaeliz,3
Larva_Astral,3
kardashev,3
Cazusin,3
SignalIntroduction68,3
Tiny_Flan8271,3
KigalnGin,3
PlasticGecko,3
hoseinnasr,3
Alert-Equivalent1392,3
kabukiza00,3
rociodevil,3
EstablishmentSpare46,3
HombreContrafactual,3
ikrish,3
Biomorbosis,3
Independent-Device80,3
Realistic_Ad_2493,3
Paulol1,3
anemo-ne,3
Akolinjo9879,3
ParritaUwU,3
Talgoporta,3
heroeNK25,3
NoMeEncuentro,3
Trolencionose,3
2572tokio,3
WhoIsTomodachi,3
LorzOne-29,3
PaleontologistOk2974,3
jadijjj,3
BorderLove89,3
yoshingui,3
Scary_Troopers_501,3
zimmerxp,3
Huairavo,3
ChungungoFractal,3
Gordohediondo,3
koopcl,3
chemelg94,3
ByGib,3
Puzzleheaded_Tutor_1,3
weono,3
kempineapple,3
Radratrad,3
DinosapienDeChile,3
Superb-Flow-7639,3
Scaragoth,3
Ludioj,3
idkyeep,3
PolariusG36,3
NNorAl,2
highgood399,2
edo_asc,2
AlexandraProudhon,2
mayoman_PH9,2
kadriko05,2
te_con_jengibre,2
Towrp,2
BufferUnderpants,2
Bhors,2
ferando855,2
dorinacho,2
fragmentss_kek,2
Andry_18,2
ulrish,2
Seguz,2
FuckGCL,2
Darkhrono,2
KaworuChileno,2
ParateEddie,2
torkepasa,2
XANDER-90,2
Tonight_Vast,2
LittleKurwa,2
Hi_Im_Guty,2
Radaistarion,2
krepts33,2
Stock_Fruit,2
chkdsk_7,2
elfakerdpuente,2
DinoSpumoni93,2
Phoenix_667,2
International_Ad7264,2
TheMoverOfPlanets,2
kei2000,2
NiCorvus,2
ziggy_the_starman,2
zafrada,2
ketiapina,2
LZV590,2
Saiwon03,2
Accomplished-Job-604,2
RainbowCollapse,2
kamikazewam,2
felagaund,2
ValDijkstra,2
ArielScync,2
skzoholic,2
_reptilian_,2
rochops,2
MercyMain04,2
Roboragi,2
LophophoraIV,2
P-Pablo,2
Blundom,2
RMardonesQ,2
atunmayo,2
DiePanzerCommie,2
Arthas0,2
Shixelshit,2
puramentira,2
tellmiraclenotsaint,2
Lystroman,2
Nazorth,2
tanidani6,2
mahinostroza,2
Elchalecodelana,2
blindmodz,2
Giorno-kun,2
PM_ME_NEOLIB_POLICY,2
omar0280,2
Mr_Campechano,2
WikiSummarizerBot,2
angryboi,2
teahupoo88,2
crazykant,2
cochayuyos,2
pepiemi,2
Ali_Abril,2
yelo2,2
gatip0sa,2
Diegoskyy,2
sweetiekitten,2
MCumiann,2
Xear11,2
topexG35,2
synthwaves8899,2
Elin_Tsuki,2
Pudutr0n,2
Mfernandezn,2
NinoGunZz,2
septo2000,2
MagnolioBlanco,2
extremx23,2
Jocta,2
Jesus-Nerd,2
tio_pene,2
Apprehensive-Shop471,2
PainterPrestigious,2
wof759,2
Felaipes,2
Eiol01,2
Skirnks,2
sr_manumes,2
HellenicViking,2
tomgz78,2
the_queen_manatee,2
RurciMojas,2
Zrakk,2
ch3l4s,1
sinanjuUC,1
Nach128,1
Elfe_lipito,1
jonyskinner,1
gabihm94,1
BrilliantFoot,1
HombreDelSur,1
Fragrant-Ad-3284,1
ah-squalo,1
evidentementelargo,1
Fidozip,1
WaitingToBeTriggered,1
Edofate,1
Jamed94,1
kayifuss,1
Innocent_starter,1
LemonFrugele,1
blake-D29cl,1
gicatalan,1
Razorlines,1
addiepage,1
SexySlowLoris,1
lamaisondieu,1
Nicodemus_Nikolai,1
SopaipaConPebre,1
mr_quest10293847,1
AdExisting6056,1
thatomtom,1
sneakpeekbot,1
deandotcom,1
Putotunel,1
LordVelaryon,1
SoulsLikeBot,1
Maite25,1
Algorhythmics,1
RRRPablo,1
Gudrobilk,1
By_you_im_sad,1
Jumpy-Elevator-6077,1
Murky-Expression6455,1
ichox,1
SpringRice,1
Telasoss,1
Kambrica,1
Redoxone,1
Vim_owlcat,1
blind_00s,1
MattJah,1
RabidGuillotine,1
Panzer1892,1
DazzlingAd3295,1
brightstupideyes,1
mtfkike,1
JVicu,1
ChilePaisDeLadrones,1
SubstantialAd263,1
LudeusGreyrat,1
friedeggforbreakfast,1
JeuNeKk,1
Hormoaningg,1
ElMichaelScott,1
josephbyc,1
---___________----,1
camilosk8er,1
Juanfra21,1
Francisco_Ojeda,1
antidepressant004,1
Paul_ps77,1
Wskar,1
Perfect-Amount4559,1
Fighterdoken33,1
lolochicle3,1
jose-cl,1
Pumpking92,1
berfito,1
winter_sleepover,1
PiLoN9,1
NioZero,1
RoseMarieBlack,1
StructureFormer,1
nejok,1
0utk4st_,1
Horseypunch,1
Mitsnut,1
ratabot3,1
Danny3DA,1
George_DelaSelva,1
Thc500,1
Golden_Alchemy,1
mulhollandrive,1
D-Sefa,1
srchincha,1
Cikkicic19,1
CLobo,1
wishthemwell,1
Adolema,1
kcxlife,1
nostalgium0,1
paranoicoql,1
KidTFT,1
Ocioso327,1
entwistle_ox,1
Pleasant-Ad-3696,1
Apart-Competition487,1
Sewaz,1
RemindMeBot,1
AtunEnLomitos,1
nacho_s,1
L_I_L_B_O_A_T_4_2_0,1
ElRussian,1
VicentRS,1
Albertonity,1
Opposite-Shoulder260,1
acmedevida,1
Airot,1
TioAngustia,1
Neko_Shogun,1
Odegros,1
Canelaenpolvo,1
cbravom,1
estoyenlab,1
RoyFerguz,1
Thedarkpersona,1
A_espa,1
vixsji,1
Giuseppe_Stallini,1
Macrofita,1
Sealra_,1
xElMerYx,1
flyingdoggos,1
Wayakil,1
matmena,1
maxt0m,1
Megademoidz,1
kerikazonladrogah,1
Ratacuca,1
guesswhowhere,1
FatFingerHelperBot,1
kraysak,1
jokergato,1
plutodod,1
Wise_Share_1584,1
pipexclon,1
ahueonao,1
c_mila,1
Jtv0899,1
galleta_303,1
LordAsdf,1
Leather-Rebel-,1
ecdysis063,1
AlusPryde,1
Pblsky_la_eminencia,1
DDMendoza95,1
alejandro365,1
MainlanderFeel,1
Hiekensu,1
wholesomecrip,1
Hoscer,1
Successful_Ruin5185,1
lynternaverde,1
punker25,1
Aggressive_Sweet1417,1
bob_patino,1
jutrozo,1
_kurko_,1
Garlic_boi1,1
Sepulovsky,1
paranoidandroid-96,1
EllaFueMalaConmigo,1
ppileta,1
vegamnska,1
ph21,1
SlicedAppl3,1
ThirdPartyAPI,1
kurob4,1
blz07,1
Hunterfox35,1
Proof-Flan6500,1
fat_cannon,1
Jscftn,1
Vee_Chocolate_69,1
Metropolitan_penguin,1
deadpag,1
slayadude,1
Bujeronero,1
juancprieto,1
Xelly2020,1
Matiespinosap,1
fondantbaby,1
random_username_55,1
spirotetramat2,1
StatisticianLivid555,1
Skulltcarretilla,1
Antique_Media2319,1
blind-as-fuck,1
percyxpig,1
Geddoe_,1
Superb-Bus-2709,1
mistico-s,1
Nice-Distribution526,1
DieCastle,1
Undonemito,1
zet_one,1
elsrda,1
RecommendationOdd551,1
FuchsiaPalette,1
SASORl,1
